             200              (NULL) L11A                        (NULL)        (NULL)              (NULL)                (NULL)        (NULL) DUL20         
            7500                  96 22.Q4                           16          2400                  96                    18           500 BASEBAND 5216 
            4000                  48 22.Q4                           16          1200                  48                    18           500 BASEBAND 5212 
            4000                  48 22.Q4                           16          1200                  48                    18           500 BASEBAND 6303 
            4000                  48 22.Q4                           16          1200                  48                    18           500 BASEBAND 6620 
            7500                  96 22.Q4                           16          2400                  96                    18           500 BASEBAND 6630 
            1000                  24 22.Q4                            8          1000                  24                     8           450 BASEBAND 6502 
            7500                  96 22.Q4                           16          2400                  96                    18           500 BASEBAND 6318 
            7500                  96 22.Q4                           16          2400                  96                    18           500 BASEBAND 6641 
            7500                  96 22.Q4                           16          2400                  96                    18           500 BASEBAND 6648 
            7500                  96 22.Q4                           16          2400                  96                    18           500 BASEBAND 6631 
            4000                  48 22.Q4                           16          1200                  48                    18           500 BASEBAND 6621 
            7500                  96 22.Q4                           16          2400                  96                    18           500 Radio Process 
            7500                  96 22.Q4                           16          2400                  96                    18           500 Radio Process 
            7500                  96 22.Q4                           16          2400                  96                    18           500 RAN Processor 
            7500                  96 22.Q4                           16          2400                  96                    18           500 Radio Process 
            7500                  96 22.Q4                           16          2400                  96                    18           500 Radio Process 
            7500                  96 22.Q4                           16          2400                  96                    18           500 RAN Processor 
            7500                  96 23.Q1                           16          2400                  96                    18           500 BASEBAND 5216 
            4000                  48 23.Q1                           16          1200                  48                    18           500 BASEBAND 5212 
            4000                  48 23.Q1                           16          1200                  48                    18           500 BASEBAND 6303 
            4000                  48 23.Q1                           16          1200                  48                    18           500 BASEBAND 6620 
            7500                  96 23.Q1                           16          2400                  96                    18           500 BASEBAND 6630 
            1000                  24 23.Q1                            8          1000                  24                     8           450 BASEBAND 6502 
            7500                  96 23.Q1                           16          2400                  96                    18           500 BASEBAND 6318 
            7500                  96 23.Q1                           16          2400                  96                    18           500 BASEBAND 6641 
            7500                  96 23.Q1                           16          2400                  96                    18           500 BASEBAND 6648 
            7500                  96 23.Q1                           16          2400                  96                    18           500 BASEBAND 6631 
            4000                  48 23.Q1                           16          1200                  48                    18           500 BASEBAND 6621 
            7500                  96 23.Q1                           16          2400                  96                    18           500 Radio Process 
            7500                  96 23.Q1                           16          2400                  96                    18           500 Radio Process 
            7500                  96 23.Q1                           16          2400                  96                    18           500 RAN Processor 
            7500                  96 23.Q1                           16          2400                  96                    18           500 Radio Process 
            7500                  96 23.Q1                           16          2400                  96                    18           500 Radio Process 
            7500                  96 23.Q1                           16          2400                  96                    18           500 RAN Processor 
            1000                  96 23.Q1                           16          2000                  96                    18           500 Radio Process 
            7500                  96 23.Q2                           16          2400                  96                    18           500 BASEBAND 5216 
            4000                  48 23.Q2                           16          1200                  48                    18           500 BASEBAND 5212 
            4000                  48 23.Q2                           16          1200                  48                    18           500 BASEBAND 6303 
            4000                  48 23.Q2                           16          1200                  48                    18           500 BASEBAND 6620 
            7500                  96 23.Q2                           16          2400                  96                    18           500 BASEBAND 6630 
            1000                  24 23.Q2                            8          1000                  24                     8           450 BASEBAND 6502 
            7500                  96 23.Q2                           16          2400                  96                    18           500 BASEBAND 6318 
            7500                  96 23.Q2                           16          2400                  96                    18           500 BASEBAND 6641 
            7500                  96 23.Q2                           16          2400                  96                    18           500 BASEBAND 6648 
            7500                  96 23.Q2                           16          2400                  96                    18           500 BASEBAND 6631 
            4000                  48 23.Q2                           16          1200                  48                    18           500 BASEBAND 6621 
            7500                  96 23.Q2                           16          2400                  96                    18           500 Radio Process 
            7500                  96 23.Q2                           16          2400                  96                    18           500 Radio Process 
            7500                  96 23.Q2                           16          2400                  96                    18           500 RAN Processor 
            7500                  96 23.Q2                           16          2400                  96                    18           500 Radio Process 
            7500                  96 23.Q2                           16          2400                  96                    18           500 Radio Process 
            7500                  96 23.Q2                           16          2400                  96                    18           500 RAN Processor 
            1000                  96 23.Q2                           16          2000                  96                    18           500 Radio Process 
            7500                  96 23.Q3                           16          2400                  96                    18           500 BASEBAND 5216 
            4000                  48 23.Q3                           16          1200                  48                    18           500 BASEBAND 5212 
            4000                  48 23.Q3                           16          1200                  48                    18           500 BASEBAND 6303 
            4000                  48 23.Q3                           16          1200                  48                    18           500 BASEBAND 6620 
            7500                  96 23.Q3                           16          2400                  96                    18           500 BASEBAND 6630 
            1000                  24 23.Q3                            8          1000                  24                     8           450 BASEBAND 6502 
            7500                  96 23.Q3                           16          2400                  96                    18           500 BASEBAND 6318 
            7500                  96 23.Q3                           16          2400                  96                    18           500 BASEBAND 6641 
            7500                  96 23.Q3                           16          2400                  96                    18           500 BASEBAND 6648 
            7500                  96 23.Q3                           16          2400                  96                    18           500 BASEBAND 6631 
            4000                  48 23.Q3                           16          1200                  48                    18           500 BASEBAND 6621 
            7500                  96 23.Q3                           16          2400                  96                    18           500 Radio Process 
            7500                  96 23.Q3                           16          2400                  96                    18           500 Radio Process 
            7500                  96 23.Q3                           16          2400                  96                    18           500 RAN Processor 
            7500                  96 23.Q3                           16          2400                  96                    18           500 Radio Process 
            7500                  96 23.Q3                           16          2400                  96                    18           500 Radio Process 
            7500                  96 23.Q3                           16          2400                  96                    18           500 RAN Processor 
            1000                  96 23.Q3                           16          2000                  96                    18           500 Radio Process 
            7500                  96 23.Q4                           16          2400                  96                    18           500 BASEBAND 5216 
            4000                  48 23.Q4                           16          1200                  48                    18           500 BASEBAND 5212 
            4000                  48 23.Q4                           16          1200                  48                    18           500 BASEBAND 6303 
            4000                  48 23.Q4                           16          1200                  48                    18           500 BASEBAND 6620 
            7500                  96 23.Q4                           16          2400                  96                    18           500 BASEBAND 6630 
            1000                  24 23.Q4                            8          1000                  24                     8           450 BASEBAND 6502 
            7500                  96 23.Q4                           16          2400                  96                    18           500 BASEBAND 6318 
            7500                  96 23.Q4                           16          2400                  96                    18           500 BASEBAND 6641 
            7500                  96 23.Q4                           16          2400                  96                    18           500 BASEBAND 6648 
            7500                  96 23.Q4                           16          2400                  96                    18           500 BASEBAND 6631 
            4000                  48 23.Q4                           16          1200                  48                    18           500 BASEBAND 6621 
            7500                  96 23.Q4                           16          2400                  96                    18           500 Radio Process 
            7500                  96 23.Q4                           16          2400                  96                    18           500 Radio Process 
            7500                  96 23.Q4                           16          2400                  96                    18           500 RAN Processor 
            7500                  96 23.Q4                           16          2400                  96                    18           500 Radio Process 
            7500                  96 23.Q4                           16          2400                  96                    18           500 Radio Process 
            7500                  96 23.Q4                           16          2400                  96                    18           500 RAN Processor 
            1000                  96 23.Q4                           16          2000                  96                    18           500 Radio Process 
            7500                  96 24.Q1                           16          2400                  96                    18           500 BASEBAND 5216 
            4000                  48 24.Q1                           16          1200                  48                    18           500 BASEBAND 5212 
            4000                  48 24.Q1                           16          1200                  48                    18           500 BASEBAND 6303 
            4000                  48 24.Q1                           16          1200                  48                    18           500 BASEBAND 6620 
            7500                  96 24.Q1                           16          2400                  96                    18           500 BASEBAND 6630 
            1000                  24 24.Q1                            8          1000                  24                     8           450 BASEBAND 6502 
            7500                  96 24.Q1                           16          2400                  96                    18           500 BASEBAND 6318 
            7500                  96 24.Q1                           16          2400                  96                    18           500 BASEBAND 6641 
            7500                  96 24.Q1                           16          2400                  96                    18           500 BASEBAND 6648 
            7500                  96 24.Q1                           16          2400                  96                    18           500 BASEBAND 6631 
            4000                  48 24.Q1                           16          1200                  48                    18           500 BASEBAND 6621 
            7500                  96 24.Q1                           16          2400                  96                    18           500 Radio Process 
            7500                  96 24.Q1                           16          2400                  96                    18           500 Radio Process 
            7500                  96 24.Q1                           16          2400                  96                    18           500 RAN Processor 
            7500                  96 24.Q1                           16          2400                  96                    18           500 Radio Process 
            7500                  96 24.Q1                           16          2400                  96                    18           500 Radio Process 
            7500                  96 24.Q1                           16          2400                  96                    18           500 RAN Processor 
            1000                  96 24.Q1                           16          2000                  96                    18           500 Radio Process 

Note: Some of the data values have been truncated for display purposes.
